nom,region,departement,sous_prefecture,latitude,longitude,population
"Tiassalé","","","","5.8956463","-4.8250584","83648"
"Akoupé","","","","6.3815237","-3.8859041","51000"
"Bangolo","","","","7.0119038","-7.4867606","20000"
"Touba","","","","8.2840981","-7.6818105","30000"
"Odienné","","","","9.504431","-7.561942","86279"
"Niellé","","","","10.1979006","-5.6249349",""
"Agnibilékrou","","","","7.1279945","-3.2015318","99501"
"Zépréguhé","","","","6.9064729","-6.3703769",""
"Grand-Lahou","","","","5.2503434","-5.0024449","77479"
"Béoumi","","","","7.6745381","-5.5827323","25000"
"Doropo","","","","9.8095188","-3.3458764","48225"
"Varalé","","","","9.6586821","-3.279831",""
"Bouko","","","","9.4790227","-3.1722548",""
"Soko","","","","7.9895353","-2.7428298","6000"
"Morifingso","","","","8.5433108","-7.2736011",""
"Borotou Koro","","","","8.4771613","-7.1876687",""
"Niamotou","","","","8.8313705","-7.5352117",""
"Memouya","","","","8.8822549","-7.5405332",""
"Borotou","","","","8.7346709","-7.4933263",""
"Baranzan","","","","8.4979062","-7.6267072",""
"Désséné","","","","8.5871206","-7.6401669",""
"Dioulatièdougou","","","","8.9753549","-7.2370359",""
"Métro","","","","8.9329626","-7.1635648",""
"Moyako","","","","8.9011124","-7.1258414",""
"Sédébian","","","","8.8646158","-7.0576498",""
"Djibrosso","","","","8.769622","-7.00083",""
"Morityédougou","","","","8.6542385","-6.9355985",""
"Konogo","","","","8.5333878","-6.9361135",""
"Gbémazo","","","","8.5123369","-6.9393751",""
"Yanfisa","","","","8.374119","-6.9683858",""
"Masara","","","","8.3205222","-6.9342811",""
"Kangara","","","","8.3927319","-6.9927918",""
"Kimbirila-Sud","","","","9.7067769","-7.608875",""
"Minignan","","","","9.9985627","-7.8361487","14000"
"Tiéme","","","","9.5432254","-7.3176698",""
"Kabangoue","","","","10.1411629","-7.5532392",""
"Tienko","","","","10.2251802","-7.4836796",""
"Kehi","","","","10.2543889","-7.5597569",""
"Goulia","","","","10.01765","-7.200453",""
"Sianhala","","","","10.0382732","-6.8543839",""
"Zaniegue","","","","10.0340473","-6.7585969",""
"Mahandiana","","","","10.2626713","-6.6988587",""
"Tengréla","","","","10.4808361","-6.4084029","92454"
"Tinakaha","","","","9.920672","-6.6441803",""
"Nidieou","","","","9.9691986","-6.6175728",""
"Muniene","","","","10.0136608","-6.6697579",""
"Douasso","","","","10.0887087","-6.664608",""
"Tounvré","","","","9.9007183","-6.5020447",""
"Kouto","","","","9.8927311","-6.4127605","55893"
"Gbon","","","","9.8345773","-6.4434824",""
"Kolia","","","","9.7654066","-6.4611893",""
"Madinani","","","","9.6103848","-6.9430731",""
"Séguélon","","","","9.3564345","-7.1196823",""
"Nafana Sianso","","","","9.3057692","-7.1033085",""
"Fengolo","","","","9.925917","-6.9051034",""
"N’Goloblasso","","","","9.6844507","-7.2241386",""
"Ngolodougou","","","","9.1326529","-5.1613124",""
"Kiémou","","","","9.0613669","-5.550429",""
"Longo","","","","8.9780787","-5.3998258",""
"Timbé","","","","8.1719049","-4.9476363",""
"Yékolo","","","","8.1809545","-4.9153215",""
"Boniérédougou","","","","8.3734143","-4.7161457",""
"Bokala","","","","8.406027","-4.6056444",""
"Niakaramandougou","","","","8.6606903","-5.2894139",""
"Kafiné","","","","8.5092621","-5.3111727",""
"Kapélé-Sokoura","","","","8.5383302","-4.6807825",""
"Foumbolo","","","","8.6421277","-4.6477227",""
"Niangourougbono","","","","8.6644018","-4.6624643",""
"Sarala","","","","8.6136574","-4.63929",""
"Sougbone","","","","8.5150342","-4.541958",""
"Sokala-Sobara","","","","8.441178","-4.513119",""
"Mborla-Dioulasso","","","","8.4680053","-4.4806749",""
"Ngorola","","","","8.3990644","-4.5074541",""
"Dabakala","","","","8.363238","-4.428486","15000"
"Darala","","","","8.4439509","-4.3621578",""
"Kotolo","","","","8.3248459","-4.4125253",""
"Diaradougou","","","","8.0546881","-4.5134622",""
"Bocanda","","","","7.063065","-4.4972477","59242"
"Diabo","","Botro","","7.7881544","-5.1709932",""
"Kouadiokro","","","","7.8337042","-5.3055642",""
"Klemeklo","","Botro","","7.7590863","-5.294647",""
"Saoundi","","","","7.7750582","-5.2693552",""
"Sinzékro","","Botro","","7.7732528","-5.2082568",""
"Groh","","Botro","","7.7857733","-5.2262682",""
"Gbéhéké","","Botro","","7.7354186","-5.2615294",""
"Languibonou","","","","7.700895","-5.261974",""
"Messoukro","","Botro","","7.739542","-5.2286201",""
"Boukébo","","Botro","","7.7539674","-5.3237718",""
"Kroukroutie","","Botro","","7.8161341","-5.3173725",""
"Zanikro","","","","7.8225088","-5.2992243",""
"Abé Aougnassou","","Botro","","7.8449915","-5.3553419",""
"Assenzé","","","","7.6913689","-5.5479616",""
"Ahouzé-Kouadiokro","","","","7.7512459","-5.3993887",""
"Kongobo","","","","7.7604308","-5.4789537",""
"Sahué","","","","7.7353368","-5.390192",""
"Aounzé","","","","7.7563365","-5.4173311",""
"Kondrobo","","","","7.8334753","-5.7475697",""
"Kouata","","","","7.891549","-5.8286279",""
"Golipla","","","","7.8185973","-5.8363527",""
"Grahipla","","","","7.810434","-5.8835596",""
"Botopla","","","","7.7708061","-5.8444208",""
"Bakopla","","","","7.7524365","-5.881843",""
"Agbao","","","","7.7455302","-5.7780733",""
"Bambalouma","","","","7.851079","-6.002349",""
"Soukourougban","","","","7.8488678","-5.935058",""
"Kongasso","","","","7.813953","-6.07759",""
"Massala","","","","7.8976327","-6.4370632",""
"Somana","","","","8.1001297","-6.4957041",""
"Nandala","","","","8.0961945","-6.4167407",""
"Sandala","","","","8.1111762","-6.4699548",""
"Gohitré","","","","7.5273447","-6.0469812",""
"Diéoulizra Gon'houla","","","","7.4756062","-6.020717",""
"Boizra","","","","7.4864991","-6.0232919",""
"Pahoufla","","","","7.5322523","-5.9738124",""
"Binzra","","","","7.3259729","-6.0071558",""
"Kouréra","","","","7.3414663","-6.1165041",""
"Vaniébotifla","","","","7.3490857","-6.0206334",""
"Vréhenfla","","","","7.3515112","-6.1087793",""
"Gouatifla","","","","7.3823885","-6.0318152",""
"Goaboifla","","","","7.3921992","-6.0385698",""
"Kouréra","","","","7.3640832","-6.0321592",""
"Ziduho","","","","7.3831766","-6.1685175",""
"Duafla Ouiézra","","","","7.3892945","-6.1612112",""
"Beziaka","","","","7.4560325","-6.1395067",""
"Gouétifla","","","","7.4689734","-6.1880988",""
"Zanzra","","","","7.47833","-6.210746",""
"Douénéfla","","","","7.515602","-6.1978716",""
"Bouata","","","","7.5321097","-6.2311739",""
"Vouéboufla","","","","7.6228063","-5.9474176",""
"Pohizra","","","","7.6407513","-5.9440936",""
"Grohoufla","","","","7.5695306","-5.960738",""
"Bangofla","","","","7.6879666","-5.9319681",""
"Zougounéfla","","","","7.7105917","-5.9280199",""
"Iriéfla","","","","7.687116","-5.8497423",""
"Kaloufla","","","","7.6765685","-5.8495706",""
"Toafla","","","","7.6496882","-5.8506006",""
"Léasso","","","","7.7318026","-5.9201223",""
"Ouinéfla","","","","7.5928598","-5.8784097",""
"Goafla","","","","7.6033299","-5.8766834",""
"Diéigalafla","","","","7.552948","-5.8900771",""
"Kouaisséizra 2","","","","7.5405241","-5.8874057",""
"Zaloufle","","","","7.5300521","-5.8827918",""
"Zuénoula","","","","7.4280208","-6.0500349","53000"
"Grazra","","","","7.5164529","-5.9307665",""
"Zraluo","","","","7.5756945","-5.8866923",""
"Gohitafla","","","","7.4905838","-5.8799547",""
"Douizra","","","","7.4810527","-5.913772",""
"Bongofla","","","","7.5390532","-5.7871916",""
"Gohifla","","","","7.3040089","-6.0011476",""
"Bogopinfla","","","","7.2929413","-5.9970278",""
"Dianfla","","","","7.1345599","-5.8581537",""
"Danangoro","","","","7.1752711","-5.926861",""
"Pakouabo","","","","7.157106","-5.791301",""
"Krigambo","","","","7.1343896","-5.8061403",""
"Zanouofla","","","","7.1345445","-5.8240793",""
"Okabo","","","","7.1900958","-5.7818225",""
"Bonon","","","","6.92692","-6.0442776","116871"
"Bablata","","","","6.9325347","-6.0109386",""
"Dabouzra","","","","6.9384436","-5.9869302",""
"Gobazra","","","","6.9449865","-5.9693635",""
"Blanfla","","","","6.8579091","-5.7637602",""
"Siétinfla","","","","6.8230563","-5.7328624",""
"Kononfla","","","","6.6514189","-5.6054682",""
"Manoufla","","","","6.6203859","-5.6243509",""
"Koumoudji","","","","6.6447798","-5.6372577",""
"Kayéta","","","","6.6400588","-5.6536299",""
"Tiezankro 3","","","","6.6200448","-5.7443422",""
"Goulikao","","","","6.5061265","-5.523929",""
"Louha","","","","6.4387525","-5.6052965",""
"Doukouya","","","","6.42613","-5.558948",""
"Gonaté","","","","6.90115","-6.2436959",""
"Boguédia","","","","6.635387","-6.5195616",""
"Luénoufla","","","","7.0734106","-6.2409493",""
"Bégafla","","","","7.0067971","-6.3288399",""
"Zéréfla","","","","6.9846472","-6.3417145",""
"Bandiai","","","","7.2014996","-6.1844727",""
"Béfla","","","","7.2108664","-6.1400124",""
"Faazra","","","","7.1636899","-6.3030907",""
"Bédiala","","","","7.156877","-6.3060089",""
"Ourouta-Thon","","","","7.1400678","-6.3149675",""
"Bonoufla","","","","7.1271577","-6.4770282",""
"Kétro Bassam","","","","7.1817436","-6.6421219",""
"Zaïbo","","","","6.9854992","-6.6656395",""
"Gamonia","","","","6.9713142","-6.6573783",""
"Zahia","","","","6.915124","-6.577749",""
"Kouléyo","","","","7.1670963","-6.6726776",""
"Kétro","","","","7.1757825","-6.6671845",""
"Néouléfla","","","","7.3956891","-6.607061",""
"Daoua","","","","7.4034655","-6.6177084",""
"Vaafla","","","","7.415036","-6.6474706",""
"Séitifla","","","","7.4403748","-6.7181556","109252"
"Boifia","","","","7.4487987","-6.7371803",""
"Doufla","","","","7.4542455","-6.7430168",""
"Minoré","","","","7.4866832","-6.7880533",""
"Kanzra","","","","7.323164","-6.220995",""
"Dhéra","","","","7.3514262","-6.1731011",""
"Dhézra 1","","","","7.3638543","-6.1693245",""
"Nianoufla","","","","7.3474718","-6.1807049",""
"Srazra","","","","7.300859","-6.2350708",""
"Banoufla","","","","7.1196557","-6.3181549",""
"Gnanagonfla","","","","7.1283429","-6.3130051",""
"Banoufla","","","","7.4563327","-6.3107403",""
"Kouénoufla","","","","7.4555844","-6.3419434",""
"Tiaouo","","","","7.4872424","-6.5055367",""
"Loukouan","","","","9.6323866","-6.080019",""
"Séguétiélé","","","","9.5028323","-6.1060287",""
"Kébi","","","","9.3050225","-6.6185236",""
"Morondo","","","","8.951286","-6.783628",""
"Banandje","","","","8.8191873","-6.7449524",""
"Fadiadougou","","","","8.6994079","-6.6189529",""
"Frototou","","","","8.5960546","-6.6110565",""
"Kani","","","","8.4772526","-6.6032747","55109"
"Komatou","","","","8.5411969","-6.6943445",""
"Sénialo","","","","8.4748443","-6.6501953",""
"Dianra-Village","","","","8.7663784","-6.2447264",""
"Kobadala","","","","8.2519718","-5.91136",""
"Ganaoni","","","","9.284982","-6.322851",""
"Sissédougou","","","","9.1542808","-6.4391085",""
"Sirasso","","","","9.276686","-6.098986",""
"Koni","","","","9.5876191","-5.6861276",""
"Tahouara","","","","9.6558992","-5.649698",""
"Pokaha","","","","9.4124772","-5.517119",""
"Sinématiali","","","","9.5840785","-5.3840301",""
"Dikodougou","","","","9.06757","-5.769772",""
"Sonozo","","","","8.6269015","-6.1302613",""
"Korokaha","","","","9.9009869","-5.6272866",""
"M’Bengué","","","","10.0010816","-5.9007432",""
"Kokpingue","","","","8.9504301","-3.1803303",""
"Sanguinari","","","","8.8317246","-3.1757894",""
"Koutouba","","","","8.69055","-3.193984",""
"Farako","","","","8.6067346","-3.1486282",""
"Banhui","","","","8.3341973","-3.0686646",""
"Gohondo","","","","8.3257048","-3.095787",""
"Toro-Sanguéhi","","","","8.3034645","-3.1165519",""
"Laoudi-Ba","","","","8.288451","-2.960913",""
"Laoudi-Gan","","","","8.2526615","-3.0379372",""
"Niangomani","","","","8.2860033","-3.0699863",""
"Bondo","","","","8.2232705","-3.1950073",""
"Donvagne","","","","8.2030524","-3.2401543",""
"Bilikéhi","","","","8.26897","-3.2152634",""
"Lédi","","","","8.2791625","-3.1227379",""
"Zadé","","","","8.26897","-3.1017952",""
"Pana","","","","8.2288771","-3.3407478",""
"Kiramissé","","","","8.2214721","-3.447098",""
"Sandégué","","","","7.9555223","-3.5813579",""
"Tiedio","","","","7.8831072","-3.2827923",""
"Amanvi","","","","7.968345","-3.136471",""
"Hérébo","","","","7.9520624","-3.0567596",""
"Sogui","","","","8.0203607","-3.1123856",""
"Saboukba","","","","8.5853953","-3.2569746",""
"Pirimou","","","","8.5935427","-3.2923369",""
"Lanbira","","","","8.5919489","-3.3758875",""
"Wakorodigué","","","","8.5963615","-3.3533597",""
"Yaga","","","","8.5446333","-3.4451987",""
"Sindé-Anvéyo","","","","8.5361682","-3.4973006",""
"Longangara","","","","8.5135258","-3.4261469",""
"Depingo","","","","8.5513189","-3.5702299",""
"Bavayo","","","","8.6281669","-3.7264685",""
"Dédi","","","","8.6193414","-3.6727385",""
"Bougoulaye","","","","8.5838677","-3.6315398",""
"Kakpin","","","","8.6550568","-3.7823524",""
"Gansé","","","","8.6217387","-3.9149527",""
"Windéné","","","","8.5721931","-4.0900229",""
"Gonbodougou","","","","8.512326","-4.1497439",""
"Tendéné-Bambarasso","","","","8.4708051","-4.2411093",""
"Panangana","","","","8.5103638","-4.4016127",""
"Lihouéla","","","","8.6008412","-4.3897681",""
"Wandarama","","","","8.6291851","-4.3938021",""
"Kong","","","","9.148681","-4.610648","33391"
"Nafana","","","","9.1922634","-4.7849265",""
"Katiola","","","","8.140406","-5.102172","90641"
"Kanagonon","","","","8.3000376","-5.0563717",""
"Pinsolodougou","","","","8.4385439","-4.5770506",""
"Sindé","","","","8.4417701","-4.6062331",""
"Segbéré","","","","8.4439547","-4.6364189",""
"Kadiéoulé-Lolézo","","","","8.3879393","-4.5547347",""
"Diélisso","","","","8.3522744","-4.54495",""
"Gabiadji","","","","5.0201412","-6.5588894","113369"
"Menegbé","","","","5.1028362","-6.5689276",""
"SAPH Village Centre 1","","","","5.0988155","-6.6421998",""
"Niabably","","","","5.0723772","-6.0753193",""
"Safamanois","","","","5.134467","-6.0355757",""
"Sago","","","","5.267115","-5.9166333","91140"
"Adébem-Kagbéri","","","","5.4792233","-5.8390234",""
"Dakpadou","","","","5.2383979","-6.0697316",""
"Niapidou","","","","5.3394552","-6.0596358",""
"Dabouyo","","","","5.5510739","-6.0387479",""
"Néko","","","","5.7860972","-5.7379006",""
"Kpérédi","","","","5.9149322","-5.4980286",""
"Nébo","","","","5.9365949","-5.4058494",""
"Brabore","","","","5.9123943","-5.3799962",""
"Bolilié","","","","5.982701","-5.4180117",""
"Datta","","","","5.9342349","-5.325998",""
"Goudi","","","","6.1222037","-5.1031064",""
"Hiré","","","","6.1863684","-5.2960098",""
"Didoko","","","","6.0192398","-5.3111097",""
"Kagbé","","","","6.1655437","-5.3492829",""
"Zégo","","","","6.1402842","-5.1920411",""
"Djékanou","","","","6.4695268","-5.1142493",""
"Diégonéfla","","","","6.2844847","-5.5764064",""
"Bléanianda","","","","6.3058431","-5.7054344",""
"Dondi","","","","6.3143741","-5.6652657",""
"Tonla","","","","6.3534446","-5.6429497",""
"Lahouda","","","","6.2094323","-5.7034388",""
"Galébré","","","","6.0036018","-6.2925347",""
"Bakayo","","","","5.9874226","-6.4327928",""
"Konedougou","","","","5.8783334","-6.501908",""
"Oupoyo","","","","5.567214","-6.5905006",""
"Touadji 1","","","","5.5121972","-6.5774544",""
"Yabayo","","","","5.94877","-6.600114",""
"Tapéguia","","","","6.3869733","-6.5114803",""
"Maboguhé","","","","6.3541173","-6.5527351",""
"Zakroguhé","","","","6.3467812","-6.4739426",""
"Zézéa","","","","6.6503748","-6.5638931",""
"Bobréguhé","","","","6.5383394","-6.5666397",""
"Liga","","","","6.6048421","-6.5346431",""
"Brogoua","","","","6.5793297","-6.5469121",""
"Bézibouo","","","","6.6679854","-6.5040886",""
"Léba Tagoura","","","","6.6886279","-6.4863157",""
"Bla","","","","6.7252825","-6.4748143",""
"Dalaboua","","","","6.7353407","-6.4698362",""
"Gbalagoua","","","","6.7725032","-6.4466619",""
"Gbabo","","","","7.1201214","-6.7614888",""
"Grégbeu","","","","6.8017155","-6.7343878",""
"Zoupangbeu","","","","6.7964421","-6.7647397",""
"Kahin-Zarabaon","","","","6.9135932","-7.6318695",""
"Dah zagnan","","","","6.9750625","-7.5462175",""
"Téapleu","","","","7.035934","-8.1260826",""
"Zouan-Hounien","","","","6.9198246","-8.2089154","111099"
"Koulouan","","","","6.9524458","-7.6988174",""
"Pinhou","","","","6.9200689","-7.7580406",""
"Balanfodougou","","","","9.619951","-4.2866316",""
"Booko","","","","8.8739475","-7.7903385",""
"Bouna","","","","9.2687219","-2.9989845","94883"
"Samatiguila","","","","9.818397","-7.561488","6000"
"Abokoidiokro","","","","7.2199717","-4.8093206",""
"Téhini","","","","9.6067135","-3.6576767",""
"Nassian","","","","8.4530536","-3.4707332",""
"Niamoin","","","","9.6124005","-3.4388219",""
"Lankio","","","","9.8711321","-3.4210629",""
"Saye","","","","9.4521335","-3.3444752",""
"Niandégué","","","","9.2608009","-2.8946272",""
"Tafiré","","","","9.0714729","-5.1637595","15000"
"Nanbanakaha","","","","8.9105127","-5.1629776",""
"Kolokaha","","","","8.9776612","-5.2103074",""
"Siago","","","","7.9409782","-2.9530907",""
"Aprompronou","","","","7.0012947","-3.3603616",""
"N’Douci","","","","5.8651031","-4.763067","97194"
"Koun-Fao","","","","7.4879991","-3.2517544",""
"Bounoukro","","","","7.6687105","-3.2138486",""
"Aniassué","","","","6.6554231","-3.6818563",""
"Dakouassikro","","","","7.0830651","-3.234576",""
"Zinzénou","","","","6.8573438","-3.4877308",""
"Yakassé-Féyassé","","","","6.9601357","-3.4120132",""
"Nianda","","","","7.0486289","-3.2803739",""
"Akaso","","","","7.2537501","-3.2055156",""
"Guiendé","","","","7.85477","-3.09087",""
"Tanda","","","","7.803664","-3.1672478",""
"Koboko","","","","7.9698209","-2.9469214",""
"Koto-Ganda","","","","7.5872487","-3.2325993",""
"Tankessé","","","","7.34672","-3.2045512",""
"Kofikro","","","","5.4053179","-3.3787795",""
"Adaou","","","","5.428199","-3.26404",""
"Yaou","","","","5.243287","-3.627492",""
"N'Zikro","","","","5.3946167","-3.4022933",""
"Bonoua","","","","5.2736582","-3.5966802","118388"
"Assékro","","","","7.0229213","-4.6127903",""
"Ayébo","","","","5.4429555","-3.2636168",""
"Assouba","","","","5.4590959","-3.2558322",""
"Ouonengorokro","","","","5.4082426","-3.3475414",""
"N'Zodghi","","","","5.5961216","-3.853529",""
"Oguédoumé","","","","5.3809659","-3.773578",""
"Grand Alépé","","","","5.4754288","-3.7631865",""
"Motobé","","","","5.3120687","-3.6358883",""
"Attiékoi","","","","5.5375371","-3.9663653",""
"Alépé","","","","5.4966091","-3.6638901",""
"Brofodoumé","","","","5.5140414","-3.9305097","20357"
"Ahoué","","","","5.497765","-3.9457821","4000"
"Akouré","","","","5.3773412","-3.7479983",""
"Ahoutoué","","","","5.475643","-3.8051909",""
"N'Guiémé","","","","5.1449537","-3.0503716",""
"Alangouanou","","","","5.1535446","-2.934954",""
"Frambo","","","","5.132116","-2.959734",""
"Tiapoum","","","","5.1385099","-3.0219227",""
"Nouanmou","","","","5.1843315","-2.9004119",""
"Edjambo","","","","5.1978318","-2.963258",""
"Pékaha","","","","8.579251","-5.3005039",""
"Tiébissou","","","","7.1580709","-5.2255722","20000"
"Lolobo","","","","6.9577914","-5.265722","34650"
"Sorobango","","","","8.174791","-2.709205",""
"Kiendi walogo","","","","8.1697359","-2.7758095",""
"Kanguélé","","","","8.1127796","-2.7145919",""
"Poukoubè","","","","8.4046756","-2.6902197",""
"Bin-Houyé","","","","6.7828738","-8.3163906",""
"Logoualé","","","","7.1074292","-7.5511449",""
"Guéhiébli","","","","6.8936785","-7.4320486","5018"
"Para","","","","5.5175786","-7.3291946",""
"Taï","","","","5.8756204","-7.4531292",""
"Kotobi","","","","6.697303","-4.126472",""
"Mahapleu","","","","7.222829","-7.934588",""
"Bloléquin","","","","6.5705513","-8.003273","123133"
"Saleu","","","","7.225364","-8.3279408",""
"Dropleu","","","","7.4086503","-8.3205707",""
"Bampleu","","","","7.4023729","-8.3038441",""
"Gbapleu","","","","7.5710371","-8.3282909",""
"Banneu","","","","7.071856","-8.251017",""
"Déinneu","","","","6.9748902","-8.2803667",""
"Yeleu","","","","6.9695981","-8.0514131",""
"Adiaké","","","","5.2868426","-3.3020071","18000"
"Jacqueville","","","","5.2076511","-4.4195117","55000"
"Rubino","","","","6.071766","-4.3074495",""
"Anoumaba","","","","6.336942","-4.518107",""
"Abatta","","","","5.3267685","-3.9140578",""
"Blédi","","","","7.1454315","-7.3657015",""
"Boho 2","","","","7.1528678","-7.3509738",""
"Zéo","","","","7.1200121","-7.4709216",""
"Diapléan","","","","7.1349701","-7.3944611",""
"Gloplou","","","","7.1126349","-7.3533921",""
"Baibly","","","","7.1762526","-7.2964435",""
"Béoué-Zibiao","","","","7.1136569","-7.3876386",""
"Gonié-Tahouaké","","","","7.1314571","-7.2986751",""
"Sébazon","","","","7.1322767","-7.2578229",""
"Douékpé","","","","7.1367374","-7.3263984",""
"Béoué","","","","6.9598903","-7.4789976",""
"Zagné","","","","6.2102898","-7.4822787",""
"Gahabli","","","","5.9412287","-7.4729231",""
"Soko","","","","8.3367141","-6.9833253",""
"Gboanlé","","","","7.4881377","-7.4697111",""
"Kouibly","","","","7.256817","-7.235397",""
"Gouétimba","","","","7.5006503","-7.459667",""
"Ponan","","","","5.8954937","-7.4792103",""
"Guézon","","","","7.0757263","-7.187029",""
"Bléniméouin","","","","7.1380166","-7.1783237",""
"Facobli","","","","7.3886375","-7.3761531",""
"Dompleu","","","","7.3487133","-7.537266",""
"Blolé","","","","7.3184319","-7.5134867",""
"Zélé","","","","7.3652721","-7.5855225",""
"Zou","","","","6.976354","-7.799829",""
"Gloubli","","","","6.897033","-7.7767632",""
"Diédrou","","","","6.9916202","-7.7794983",""
"Kounahiri","","","","7.7887394","-5.8352918",""
"Niokosso","","","","8.687592","-7.670695",""
"Nanandi","","","","6.7422276","-7.2889153",""
"Bahoubli","","","","6.800187","-7.3991198",""
"Toa-Zéo","","","","6.8006772","-7.3280194",""
"Blody","","","","6.7956128","-7.2950271",""
"Diahouin","","","","6.8451059","-7.408259",""
"Trokpadrou","","","","7.3219535","-7.4707782",""
"Bagohouo","","","","6.890375","-7.193065",""
"Nidrou","","","","6.9019886","-7.1809907",""
"Ginglo Zia","","","","6.8207677","-7.2415595",""
"Gbahiri","","","","5.8102843","-5.6982935",""
"Goutro","","","","7.2375931","-8.2894114",""
"Sokourala","","","","7.6039206","-7.5467625",""
"Gbonné","","","","7.5319224","-7.415926",""
"Gbatodié","","","","7.5809134","-7.5430741",""
"Flansobly","","","","7.5294832","-7.2497056",""
"Zéga","","","","6.499209","-6.4189855",""
"Yapleu","","","","7.0904","-7.711485",""
"Blaguiéhi","","","","6.9570203","-7.665041",""
"Fengolo","","","","6.784804","-7.39314",""
"Gozon","","","","6.8937221","-7.4682653",""
"Diéhiba","","","","6.9024646","-7.4158346","11767"
"Delobli","","","","6.8803868","-7.4158046","2255"
"Séhoun Guiglo","","","","6.8964741","-7.5371726",""
"Tobly-Bangolo","","","","6.7424635","-7.1871135",""
"Tahabli Glodé","","","","6.7420698","-7.2411758",""
"Guézon","","","","6.7387474","-7.1166092",""
"Godjiboué","","","","5.4425001","-5.8612515",""
"Grand Morié","","","","5.9825549","-4.1354766",""
"Kodiossou","","","","5.771669","-3.756527",""
"Kossandji","","","","5.824776","-3.614068",""
"Bacanda","","","","5.632172","-4.876395",""
"Baléko","","","","5.4308473","-6.0293784",""
"Banabo","","","","6.702097","-4.29052",""
"Sangouiné","","","","7.2724591","-7.7789417",""
"Dénan","","","","6.5373205","-8.2778282",""
"Péhé","","","","6.5627784","-8.3037854",""
"Pantrokin","","","","6.566439","-8.3241406",""
"Glakon","","","","6.5832446","-8.2769963",""
"Tahibli","","","","6.5921743","-8.2662363",""
"Nounoubayé","","","","6.4590734","-7.5605378",""
"Domobly","","","","6.5398625","-7.5824336",""
"Zouan","","","","6.5413185","-7.5975057",""
"Béoua","","","","6.5441594","-7.6512545",""
"Goulégui Guézon","","","","6.5446619","-7.565424",""
"Glopaoudi","","","","6.5451938","-7.6330391",""
"Niouldé","","","","6.5474343","-7.67379",""
"Béoué","","","","6.5498951","-7.8733523",""
"Ziglo","","","","6.5633275","-7.7954775",""
"Bédy Goazon","","","","6.565011","-7.777272",""
"Kéïbly","","","","6.5665098","-7.7484084",""
"Ganhia","","","","6.6129634","-8.1377117",""
"Touahoin","","","","6.6164873","-8.1513666",""
"Zomplou","","","","6.6198643","-8.1553798",""
"Méo","","","","6.5196661","-8.2952131",""
"Tinhou","","","","6.4389047","-8.1571515",""
"Koadguézon","","","","6.4812677","-8.2021641",""
"Tuambly","","","","6.4276586","-8.1912694",""
"Dozébli","","","","6.5089355","-8.0685461",""
"Diboké","","","","6.4448759","-8.1153237",""
"Bakoubli","","","","6.468044","-8.410143",""
"Pahoubli","","","","6.3970027","-8.3748705",""
"Tiobly","","","","6.5341903","-8.4994065",""
"Goulaleu","","","","6.702756","-8.3631367",""
"Guiellé","","","","6.5855843","-8.3725656",""
"Douéibli","","","","6.3109775","-8.1466633",""
"Luéhouan","","","","6.3144634","-7.4230112",""
"Oulaï-Taibly","","","","6.3603963","-8.1241089",""
"Zéaglo","","","","6.5520676","-7.8360948",""
"Ditroudra Beoue","","","","6.3661418","-7.528005",""
"Kaadé","","","","6.5708044","-7.7158072",""
"Dahoua","","","","6.6818611","-7.3476619",""
"Goya Blao","","","","6.5643864","-7.4273175",""
"Pinhou","","","","6.6376999","-7.348417",""
"Grand-Zattry","","","","6.1189514","-6.5383221","112049"
"Gomon","","","","5.7242482","-4.4394777",""
"Sikensi","","","","5.671373","-4.575159",""
"Bodo","","","","5.9080375","-4.6845768",""
"Danguira","","","","5.6689259","-3.7666986",""
"Mopodi","","","","5.7308896","-3.6051161",""
"Krinjabo","","","","5.3961","-3.2122237",""
"Benkro","","","","6.4787717","-5.5562905",""
"Blékoua","","","","6.3220745","-5.6414043",""
"Bokéda","","","","6.3609395","-5.7129713",""
"Yohouda","","","","6.4907155","-5.5520041",""
"Zaadi","","","","6.3324484","-5.7383481",""
"Bokassi","","","","6.6151239","-4.2007509",""
"Bongouanou","","","","6.6475288","-4.2046603","32000"
"Abongoua","","","","6.6544358","-4.1030501",""
"Zanfouénou","","","","6.7039135","-4.1087761",""
"Laoguié","","","","5.9780758","-4.1677601",""
"Séguié","","","","6.055271","-4.093658",""
"Yadio","","","","6.0729501","-4.0743011",""
"Aguien","","","","5.3947001","-3.8541771",""
"Maféré","","","","5.4143632","-3.0306236",""
"Akoupé","","","","5.4788682","-4.1554385",""
"Mohamé","","","","5.1720442","-3.5502097",""
"Sassandra","","","","4.9490007","-6.0921667","87945"
"Aboisso","","","","5.4674904","-3.2066162","100903"
"Toumodi","","","","6.5602173","-5.0160877","88580"
"Dimbokro","","","","6.6494254","-4.7040555","70198"
"Ouangolodougou","","","","9.966279","-5.149917","85334"
"Touih","","","","5.2600852","-6.5330353",""
"Samo","","","","5.284951","-3.5172387",""
"Assinie-Mafia","","","","5.1350771","-3.2916617",""
"N'Zianouan","","","","6.0118348","-4.8226498",""
"Lokassou","","","","7.5545056","-5.0536904",""
"Sakiaré","","","","7.0300896","-5.2670917",""
"Bemavogo","","","","9.0218164","-5.4607491",""
"Kakologo","","","","9.2441206","-5.5900462",""
