nom,region,departement,sous_prefecture,latitude,longitude,population
"Didiassa","","","","7.079579","-4.3579134",""
"Diédabo","","","","7.414564","-4.283333",""
"Djénzoukro","","","","7.129717","-4.568026",""
"Erakro","","","","7.428915","-4.341917",""
"Gblan Koffikro","","","","7.222249","-4.449228",""
"Goli","","","","7.060021","-4.445835",""
"Goli-Nzikro","","","","7.339835","-4.360302",""
"Katièplénou","","","","7.086944","-4.283056",""
"Kaungokro","","","","7.460194","-4.574708",""
"Klomikro","","","","7.199049","-4.464074",""
"Koffi Yaokro","","","","7.4779629","-4.4603571",""
"Kofi Adoukro","","","","7.111042","-4.332001",""
"Kofi Kouadiokro","","","","7.2676195","-4.4930329",""
"Kokokro","","","","7.0952179","-4.3544913",""
"Konan n’drikro","","","","7.231218","-4.470767",""
"Kotokounou","","","","7.1746711","-4.4542928",""
"Kouadjo Ghonou","","","","7.1473241","-4.4029311",""
"Kouassi Ghekekro","","","","7.155932","-4.394969",""
"Krakomona","","","","7.4400259","-4.2664939",""
"Nandé Klokro","","","","7.449483","-4.575974",""
"Nangokro","","","","7.238371","-4.316675",""
"Nda Bloukro","","","","7.0531","-4.432685",""
"Ndolé-Yébouékro","","","","7.1722429","-4.5774737",""
"Ngata Kokokro","","","","7.139928","-4.503957",""
"Niabo","","","","7.4056553","-4.253708",""
"Salé-Balékro","","","","7.122138","-4.433699",""
"Soh Nguessankro","","","","7.0459904","-4.5275807",""
"Sussu Yakro","","","","7.14488","-4.523474",""
"Totoukro","","","","7.4525","-4.375658",""
"Toungbo Koffikro","","","","7.4240747","-4.4612966",""
"Yakouassikro","","","","7.167807","-4.374306",""
"Yaoukranamoun","","","","7.4523853","-4.250623",""
"Abéanou","","","","6.973265","-4.232803",""
"Ahoutoukro","","","","6.9910098","-4.3371022",""
"Andianou","","","","7.0219467","-4.473597",""
"Aounienfoutou","","","","6.781334","-4.376326",""
"Assadéinkro","","","","6.847042","-4.355489",""
"Assie Kokoré","","","","6.821716","-4.37689",""
"Assika Bayassou","","","","6.893797","-4.3678879",""
"Assika-Kayabo","","","","6.8709357","-4.3996544",""
"Assié-Kokoré","","","","6.775078","-4.315907",""
"Attanou","","","","6.9679238","-4.3021914",""
"Aérokro","","","","6.990173","-4.548789",""
"Bombonou","","","","6.8321888","-4.3179509",""
"Dahamien","","","","6.915451","-4.338515",""
"Diakpo","","","","6.9558478","-4.4211276",""
"Essui Koffikro","","","","6.8242968","-4.4722744",""
"Esséyakro","","","","6.795584","-4.478304",""
"Ettienkro","","","","6.8676057","-4.4203194",""
"Fô Ndi","","","","7.0342423","-4.5648614",""
"Golikro Nzinoua","","","","6.9245014","-4.4401173",""
"Golikro","","","","6.9199655","-4.4891858",""
"Haali Kolie Nzikro","","","","7.0400351","-4.39194",""
"Kodianikro","","","","6.9873219","-4.4095933",""
"Koliakro","","","","7.002247","-4.385402",""
"Kondo-Koffikro","","","","6.9888769","-4.4472479",""
"Kongonoua","","","","6.826133","-4.416111",""
"Kouassi Nzikro","","","","6.94638","-4.302671",""
"Koumokro","","","","7.0183123","-4.4717667",""
"Koyékrou","","","","6.7641922","-4.3004846",""
"Maounou","","","","7.0209406","-4.3364604",""
"Ndua-Ngatiakro","","","","6.91944","-4.410939",""
"Ntopadrikro","","","","6.833198","-4.431388",""
"Nziblékro","","","","6.8682636","-4.3402821",""
"Plioua","","","","6.8426184","-4.4795857",""
"Proukro","","","","6.9763035","-4.3118985",""
"Soungra","","","","6.9136543","-4.5638345",""
"Taniakro","","","","6.9433649","-4.4678213",""
"Tioumoukro","","","","6.897006","-4.428105",""
"Toumounou 2","","","","6.960977","-4.42668",""
"Agbanan-Yakro","","","","6.843082","-4.409043",""
"Silakoro","","","","8.9362044","-7.7313001",""
"Sessinko","","","","8.9215779","-7.6953614",""
"Farako","","","","8.8916323","-7.7275383",""
"Tamandougou","","","","8.9019525","-7.7015591",""
"Miéfandou","","","","8.8898827","-7.7426061",""
"Niamandougou","","","","8.8692186","-7.7392189",""
"Konsasso Sokourala","","","","8.8708921","-7.6807632",""
"Moako","","","","8.8657354","-7.6258489",""
"Silakoro Sokourala","","","","8.9003596","-7.6121895",""
"Badala","","","","8.9487728","-7.6206221",""
"Tounzi","","","","8.990214","-7.7130397",""
"Doumouyadougou","","","","6.6031083","-7.3187119",""
"Douhozon","","","","6.5364454","-8.3364051",""
"Kpobli","","","","6.549338","-8.2880027",""
"Kouyabli","","","","6.5280614","-8.4133633",""
"Banonon","","","","9.4385301","-4.7392864",""
"Kadiogo","","","","9.4168077","-4.7851342",""
"Banansitogoda","","","","9.3683825","-4.6804141",""
"Bané","","","","9.3416055","-4.9311785",""
"Bassélé","","","","9.2699527","-4.7969482",""
"Begbo","","","","9.5837806","-4.616667",""
"Begbo","","","","9.5876954","-4.6330865",""
"Danbaïra","","","","9.386599","-4.738534",""
"Dangadougou","","","","9.259905","-4.781342",""
"Darabougou","","","","9.382664","-4.768706",""
"Diangala","","","","9.1764519","-4.8199498",""
"Diangbanasso","","","","9.0808623","-4.6426381",""
"Guiendéna","","","","9.2115781","-4.8783278",""
"Guéritougoda","","","","9.3790513","-4.6591612",""
"Irindékoro","","","","9.462903","-4.625397",""
"Kakono","","","","9.477863","-4.902007",""
"Kalakala","","","","9.461624","-4.912174",""
"Kamonokaha","","","","9.453365","-4.8129346",""
"Kodarasso","","","","9.4211099","-4.6116667",""
"Kongodian","","","","9.3661658","-4.5981726",""
"Korogola","","","","9.2073377","-4.8222432",""
"Koundou","","","","9.3480156","-4.6700724",""
"Kouroundiala","","","","9.0994435","-4.757388",""
"Lamouroutou","","","","9.3664732","-4.6965045",""
"Linguékoro","","","","9.4263548","-4.6298315",""
"Lomono","","","","9.2764306","-4.6087962",""
"Loronzo","","","","9.293225","-4.6307707",""
"Massétougoda","","","","9.412268","-4.6799747",""
"Mbamouéna","","","","9.5392204","-4.7810235",""
"Namayarédougou","","","","8.7218142","-4.8828771",""
"Niangbala","","","","9.314789","-4.679184",""
"Niarana","","","","9.2760645","-4.7858687",""
"Paraka","","","","9.31525","-4.615467",""
"Sanguiolo","","","","9.317016","-4.5864791",""
"Serguétogo","","","","9.1314624","-4.696106",""
"Sindala","","","","9.1007829","-4.7513278",""
"Somadougou","","","","9.3960259","-4.6553494",""
"Sérifesso","","","","9.4260274","-4.6245655",""
"Sérékorola","","","","9.2773062","-4.7909751",""
"Tindala","","","","9.5491743","-4.7445476",""
"Touala","","","","9.409956","-4.9268625",""
"Yédandiékaha","","","","9.3270082","-4.9441734",""
"Tahoro","","","","8.5586216","-4.5851754",""
"Findéné","","","","8.657578","-4.765384",""
"Kolo","","","","8.679165","-4.771528",""
"Aelou Kouadiokro","","","","7.946186","-4.736045",""
"Allomanou Ahagnino","","","","7.968271","-4.837508",""
"Dienguesso","","","","8.516601","-4.673778",""
"Kabolo","","","","8.1886095","-4.9908494",""
"Kapigui","","","","8.2000494","-4.9711679",""
"Karpélé","","","","8.3207961","-4.7590443",""
"Kofila","","","","8.377098","-4.594947",""
"Kokolo","","","","8.345473","-4.6935956",""
"Lafigué","","","","8.293206","-4.621657",""
"Latemlan Koffikro","","","","7.9292242","-4.8184003",""
"Loniéné","","","","8.3117588","-4.7474298",""
"Orouboukaha","","","","8.1855483","-4.9613244",""
"Oualéguara","","","","8.313319","-4.679911",""
"Sokorogo","","","","8.312425","-4.59558",""
"Tiékélédougou","","","","8.358595","-4.717493",""
"Tossondougou","","","","8.3247857","-4.6756985",""
"Grié II","","","","6.4584078","-8.3705361",""
"Saobli","","","","6.4365248","-8.3766919",""
"Dabara","","","","8.4222198","-7.1522495",""
"Mankono","","","","8.4491984","-6.8606883",""
"Kohimon","","","","8.3377382","-6.8866306",""
"Dyamonso","","","","8.3014003","-6.9324718",""
"Kato","","","","8.4874044","-6.8305679",""
"Frondobo","","","","7.806776","-4.60399",""
"Fétékro","","","","7.8092834","-4.6876119",""
"Abouokro","","","","7.7157915","-4.8306515",""
"Koffi Okakro","","","","7.6397379","-4.7022286",""
"Konlan Suikro","","","","7.658224","-4.816465",""
"Kouassiblékro","","","","7.672721","-4.94633",""
"Ndoun Kouassikro","","","","7.647508","-4.77319",""
"Soh Kouamikro","","","","7.6641564","-4.7617336",""
"Sranmessou","","","","7.649839","-4.876791",""
"Sénzénou","","","","7.7178055","-4.8835731",""
"Tchébissou","","","","7.7100386","-4.6660042",""
"Béréman","","","","8.394469","-6.7631764",""
"Kplikro","","","","7.6344569","-4.7966586",""
"Katogbo","","","","8.4724249","-6.6713493",""
"Gbantégéla","","","","8.4579408","-6.6539712",""
"Kabélékoro","","","","8.4325397","-6.6206365",""
"Tiesso","","","","8.4414238","-6.5894886",""
"Banangoro","","","","8.4978905","-6.6492926",""
"Bafretou","","","","8.7937272","-6.5991685",""
"Minyininba","","","","8.8060261","-6.8129835",""
"Diomandougou","","","","8.8382771","-6.8594716",""
"Madji","","","","8.732012","-6.8638629",""
"Dyorofa","","","","8.7087026","-6.9430525",""
"Borobadougou","","","","8.6890402","-6.9596071",""
"Koumbara","","","","8.7297879","-7.0345163",""
"Dabé","","","","8.7591251","-6.9170908",""
"Kouassi Ati Nkro","","","","7.5975528","-4.8537791",""
"Dougbé","","","","8.8913392","-7.7860619",""
"Fouyo","","","","8.0606355","-6.7669239",""
"Wongué","","","","8.326508","-6.5748131",""
"Bielou","","","","8.5433742","-6.201011",""
"Dyémédougou","","","","8.5512386","-6.1302926",""
"Missirikoro","","","","8.5081427","-6.1419322",""
"Dyénéné","","","","8.5875242","-6.2206925",""
"Maghan","","","","8.6068318","-6.2254567",""
"Faraba","","","","8.656378","-6.2526967",""
"Ngisidougou","","","","8.7126207","-6.1470713",""
"Nodioni","","","","8.7109027","-6.2489737",""
"Lèsoumaso","","","","8.7175096","-6.2707426",""
"Tomikro","","","","8.7785146","-6.2594987",""
"Gbalo","","","","8.017073","-6.4161555",""
"Yangana","","","","8.0299203","-6.4148427",""
"Souloumana","","","","8.0211086","-6.3911783",""
"Tonhoulé","","","","8.0416152","-6.4093871",""
"Djénigbé","","","","7.9819803","-6.4260423",""
"Kouroukoro","","","","7.9489893","-6.4222",""
"Tabakoroni","","","","8.4146706","-6.5847493",""
"Sékodougou","","","","8.7802994","-7.5071313",""
"Atchegouakro","","","","7.353145","-4.742737",""
"Bendé Tanoukro","","","","7.3986487","-4.8129618",""
"Djanhankro","","","","7.4093221","-4.7541542",""
"Mlan Yaokro","","","","7.5276531","-4.8520873",""
"Yébouéblessou","","","","7.456602","-4.782099",""
"Aka-Kouamékro","","","","7.269177","-4.778158","1476"
"Kroué Golikro","","","","7.163602","-4.670726",""
"Sokokro","","","","7.0669078","-4.5892923",""
"Gasso","","","","7.9462928","-7.7012773",""
"Ouéyenkro","","","","7.9462167","-7.7238163",""
"Boutisso","","","","7.9525331","-7.745826",""
"Vahibasso","","","","7.9484786","-7.7641847",""
"Massasso","","","","7.9301257","-7.7764248",""
"Ouéhisso","","","","7.9249144","-7.7049022",""
"Dépano","","","","7.9184304","-7.7108328",""
"Douasso","","","","7.9144499","-7.6731746",""
"Bakandésso","","","","7.8865624","-7.6730398",""
"Walou","","","","8.0071479","-7.7915202",""
"Ouoféso","","","","7.9881952","-7.8045593",""
"Ngoho","","","","8.0273193","-7.6850216",""
"Tiko","","","","8.0511662","-7.7195263",""
"Ngolodougou","","","","8.3960071","-7.6261838",""
"Banandougou","","","","8.3703175","-7.6795801",""
"Booro","","","","8.4755143","-7.5719134",""
"Mianbondougou","","","","8.4963043","-7.5554929",""
"Touréso","","","","8.5046388","-7.5399463",""
"Yoman kouahipla","","","","7.9553431","-5.7768497",""
"Dorodipla","","","","7.9436926","-5.7899782",""
"Bahitipla","","","","7.9348136","-5.8050598",""
"Tiéma","","","","7.8580653","-5.8315809",""
"Foutounou (Ancien village)","","","","7.8455227","-5.7639746",""
"Amanakro","","","","6.9834249","-4.6552521",""
"Bassakro","","","","6.7794735","-4.8641653",""
"Kouassi-Niamienkro","","","","6.785605","-4.633534",""
"Kprako","","","","6.7952137","-4.6485971",""
"Suamékro","","","","7.020692","-4.664257",""
"Kéhi","","","","10.236613","-7.560002",""
"Mazéla","","","","10.192696","-7.546404",""
"Nabagala","","","","10.1680707","-7.6586647",""
"Bokouna","","","","10.065568","-7.513322",""
"Bougousa","","","","9.973751","-7.601813",""
"Djirila","","","","10.119997","-7.617783",""
"Dyantégéla","","","","9.9259726","-7.8165505",""
"Karala","","","","9.978899","-7.56916",""
"Koriani","","","","10.056674","-7.742215",""
"Kéningouara","","","","9.972691","-7.659224",""
"Kérébadougou","","","","9.949544","-7.620547",""
"Lengenkoro","","","","9.9857224","-7.728528",""
"Nafadougou","","","","9.942194","-7.562611",""
"Sananférédougou","","","","10.0499731","-7.5324943",""
"Tyésérila","","","","9.942818","-7.644584",""
"Bagadya","","","","9.390281","-7.603746",""
"Bara","","","","9.717551","-7.5520873",""
"Basékodougou","","","","9.448987","-7.576356",""
"Bèngo","","","","9.165812","-7.794922",""
"Fasoronzo","","","","9.243899","-7.730977",""
"Foula","","","","9.33892","-7.789584",""
"Férédougou","","","","9.841783","-7.740463",""
"Gbouiso","","","","9.083612","-7.591967",""
"Gbéléla","","","","9.6557502","-7.7079501",""
"Girila","","","","9.754154","-7.679007",""
"Gniénésso","","","","9.360168","-7.613817",""
"Gwarini","","","","9.668379","-7.813788",""
"Iradougou","","","","9.704195","-7.796459",""
"Kahanso","","","","9.252907","-7.606217",""
"Katiola","","","","9.655159","-7.621945",""
"Kotouba","","","","9.621586","-7.608209",""
"Koudougou","","","","9.4256916","-7.6887593",""
"Kéré","","","","9.7822553","-7.710437",""
"Linguesso","","","","9.205508","-7.620815",""
"Lola","","","","9.719725","-7.637516",""
"Mafélé","","","","9.857041","-7.691552",""
"Maféléni","","","","9.527251","-7.7903",""
"Mamouroula","","","","9.821734","-7.63724",""
"Mbahaso","","","","9.235556","-7.562222",""
"Mbégwélé","","","","9.8041569","-7.8215578",""
"Mindyadougou","","","","9.1715242","-7.6131737",""
"Mohi-Moussadougou","","","","9.04306","-7.62722",""
"Moya I","","","","9.084534","-7.669632",""
"Nyamaso","","","","9.503125","-7.706925",""
"Néendougou","","","","9.039516","-7.796352",""
"Négéla","","","","9.401684","-7.737429",""
"Saarala","","","","9.195549","-7.791627",""
"Saméso","","","","9.509349","-7.827278",""
"Sanangourani","","","","9.7229007","-7.8046383",""
"Sarakorodougou","","","","9.135462","-7.524153",""
"Siénso","","","","9.756682","-7.763601",""
"Tchigouéla","","","","9.141931","-7.690146",""
"Tindirima-Sokoro","","","","9.048844","-7.559459",""
"Tougouso","","","","9.628082","-7.736116",""
"Toumba","","","","9.094226","-7.595155",""
"Touroni","","","","9.396998","-7.777578",""
"Ziévaso","","","","9.420913","-7.585764",""
"Banandougou","","","","8.7946212","-7.7860691",""
"Barala","","","","8.948637","-7.8178",""
"Blandougou","","","","9.009174","-7.79639",""
"Bomankoro","","","","9.0180049","-7.8280997",""
"Dyabisédougou","","","","8.81347","-7.779954",""
"Kaala","","","","8.976074","-7.769396",""
"Késéso","","","","8.9833776","-7.7944162",""
"Moanbaso","","","","9.014744","-7.764991",""
"Moritiendougou","","","","8.7461082","-7.7328318",""
"Ouro-Senkoro","","","","8.9791228","-7.8188158",""
"Soba","","","","8.951203","-7.799217",""
"Sokbinnikoro","","","","8.9327376","-7.8056233",""
"Sokorodougou","","","","9.027875","-7.583552",""
"Toranou","","","","8.827495","-7.802924",""
"Kouego","","","","8.049311","-6.7322851",""
"Tiéma","","","","8.1370554","-6.8415909",""
"Kéhey","","","","8.1619077","-6.8971905",""
"Lohou","","","","8.1706543","-6.9108144",""
"Gbétogo","","","","8.1265979","-6.9429132",""
"Bogoba","","","","8.2267165","-6.9120018",""
"Mongoflani","","","","8.2214819","-6.8845928",""
"Monyimasou","","","","8.1912366","-6.8734165",""
"Bouana","","","","8.1671859","-6.8458314",""
"Niandozo","","","","8.0538464","-6.9618227",""
"Gouramba","","","","8.031567","-6.9784691",""
"Barhana","","","","8.172943","-6.8143916",""
"Gbéma","","","","8.2339443","-6.7995897",""
"Séla","","","","8.2154748","-6.842872",""
"Yala","","","","8.1059192","-7.6149375",""
"Botoula","","","","8.1291208","-7.5952923",""
"Gouana","","","","8.0727364","-7.6830831",""
"Sokourala","","","","8.0865647","-7.7184376",""
"Tyémaso","","","","8.1002674","-7.7135769",""
"Pouezra","","","","7.4461034","-6.0578868",""
"Baazra","","","","7.4573246","-6.0924129",""
"Klazra","","","","7.4569891","-6.0976357",""
"Méhidougou","","","","8.4444359","-7.7952116",""
"Dokonédou","","","","8.3642926","-7.7417701",""
"Faala","","","","8.335781","-7.764449",""
"Faragouéla","","","","8.404731","-7.796788",""
"Ndéou","","","","9.359421","-7.1328381",""
"Timbani","","","","9.3462512","-7.0628372",""
"Zangoo-Sokoura","","","","9.3738407","-7.0576193",""
"Gouangué","","","","9.2809446","-7.0458076",""
"Nyanzongo","","","","9.2617561","-7.0802545",""
"Sangouani","","","","9.2614058","-7.1335974",""
"Zangoho-Sokoro","","","","9.3009954","-7.2010395",""
"Neungou","","","","9.2813187","-7.2205729",""
"Lilé","","","","9.3836608","-7.2334354",""
"Farakoro","","","","9.4448529","-7.1163255",""
"Losingé","","","","9.4424285","-7.0304236",""
"Kokoun","","","","9.494579","-7.038016",""
"Mahandiana","","","","9.4723345","-6.9497643",""
"Booni","","","","8.2021207","-7.727766",""
"Kogbélo","","","","8.1702471","-7.7088295",""
"Mahana","","","","8.3282061","-7.6460583",""
"Saala","","","","8.2857044","-7.725724",""
"Sogboso","","","","8.1816881","-7.5934545",""
"Sékodougou","","","","8.208913","-7.6953964",""
"Tindikoro","","","","9.2070504","-7.1776654",""
"Odienné-Siènso","","","","9.4115577","-7.510255",""
"Ouandégué","","","","9.1432898","-6.7685233",""
"Zandougou","","","","9.0789995","-7.0979723",""
"Banangoro","","","","8.14015","-7.805571",""
"Kwéso","","","","8.1483489","-7.53018",""
"Laloso","","","","8.111235","-7.5494825",""
"Saabélo","","","","8.1459516","-7.7091209",""
"Biétondié","","","","7.6952272","-7.553697",""
"Blagouin","","","","7.6954765","-7.6994382",""
"Bénomba","","","","7.7726575","-7.5510745",""
"Dantomba","","","","7.769761","-7.544662",""
"Dio","","","","7.781069","-7.57678",""
"Doualéba","","","","7.8167297","-7.558969",""
"Doué","","","","7.812269","-7.648524",""
"Draba","","","","7.8059068","-7.7982414",""
"Gama","","","","7.61933","-7.700568",""
"Ganlé 1","","","","7.669013","-7.5077656",""
"Gbablasso","","","","7.762766","-7.694275",""
"Gouessesso","","","","7.761147","-7.652709",""
"Gouéfinso","","","","7.784784","-7.639592",""
"Greta","","","","7.8100155","-7.8247005",""
"Kabakouma","","","","7.721187","-7.686934",""
"Kanta","","","","7.7253488","-7.7150359",""
"Ouéma","","","","7.6951633","-7.8145249",""
"Yaloba","","","","7.773513","-7.562911",""
"Yégolé","","","","7.7504314","-7.7067609",""
"Zouzousso II","","","","7.820269","-7.651646",""
"Zédoubeupleu","","","","7.7921564","-7.7295749",""
"Bantégouen","","","","7.459074","-7.580859",""
"Bofésso Douma","","","","7.555425","-7.531938",""
"Botongouiné","","","","7.306649","-7.570558",""
"Dainé II","","","","7.429966","-7.605251",""
"Digoualé","","","","7.526684","-7.8057749",""
"Drangouiné","","","","7.453934","-7.801261",""
"Gbagouépleu","","","","7.418489","-7.791251",""
"Gbata Pogouen","","","","7.5150563","-7.532528",""
"Gbéba","","","","7.332938","-7.788133",""
"Kassiapleu 1","","","","7.3591778","-7.6259883",""
"Glolé 1","","","","7.349935","-7.776843",""
"Glongouin","","","","7.437105","-7.551191",""
"Gongouiné II","","","","7.290405","-7.604912",""
"Gotongouiné I","","","","7.366358","-7.799586",""
"Gotongouiné II","","","","7.3390485","-7.7878175",""
"Goualé","","","","7.3130541","-7.7336702",""
"Gouimpleu I","","","","7.4629013","-7.6330712",""
"Kpampleu","","","","7.435183","-7.801026",""
"Kpangouin 1","","","","7.4204359","-7.5226961",""
"Ligbalé II","","","","7.504851","-7.803381",""
"Mélagouiné kassiapleu","","","","7.364803","-7.804522",""
"Yébégouen","","","","7.455443","-7.581632",""
"Zadépleu","","","","7.412326","-7.592159",""
"Zogoualé","","","","7.435491","-7.54835",""
"Zonlé II","","","","7.3620769","-7.7699186",""
"Blotilé","","","","7.049016","-7.692015",""
"Gohouo","","","","6.99937","-7.751253",""
"Gouétilé","","","","7.012391","-7.709398",""
"Tié","","","","6.9294539","-7.7627393",""
"Tontigouiné Douanzéré","","","","7.0626351","-7.7081167",""
"Tyonlé","","","","7.056399","-7.666489",""
"Zodri","","","","7.000792","-7.755928",""
"Banlé","","","","7.167746","-7.552631",""
"Biongouiné","","","","7.1575047","-7.7998403",""
"Bèlé","","","","7.257932","-7.651609",""
"Dakouépleu","","","","7.185221","-7.572596",""
"Diouleu","","","","7.127833","-7.629523",""
"Dioziamba","","","","7.1169528","-7.5863264",""
"Douélé","","","","7.211985","-7.580133",""
"Gbangbégouiné","","","","7.1340397","-7.7691952",""
"Gbloaleu","","","","7.122639","-7.604739",""
"Gblonlé","","","","7.115126","-7.579743",""
"Gbétontigouiné","","","","7.212755","-7.584303",""
"Gloleu","","","","7.221495","-7.520945",""
"Glégouiné","","","","7.252316","-7.529636",""
"Gongouiné I","","","","7.2567141","-7.6191353",""
"Gouégouiné","","","","7.187736","-7.691155",""
"Gouélé","","","","7.135466","-7.645543",""
"Goziogouiné I","","","","7.146365","-7.563256",""
"Goziogouiné II","","","","7.162262","-7.566486",""
"Guengouiné","","","","7.218336","-7.544437",""
"Kouagouiné","","","","7.126245","-7.619693",""
"Koulinlé","","","","7.150074","-7.520687",""
"Kétongouiné","","","","7.147231","-7.561877",""
"Kassiogouiné","","","","7.1686257","-7.6192298",""
"Lékpépleu","","","","7.235927","-7.5692021",""
"Soapleu","","","","7.186412","-7.549551",""
"Sébapleu","","","","7.11308","-7.564225",""
"Tontigouiné","","","","7.186785","-7.60526",""
"Tiapleu","","","","7.1873456","-7.7497721",""
"Ziogouin","","","","7.245356","-7.550258",""
"Nioronigue2","","Ouangolodougou","","9.987419","-5.214963",""
"Gouinsokoura","","","","9.9255644","-5.1686756",""
"Sepenedjoka","","","","9.8431211","-5.1583818",""
"Nanyéfongo","","","","9.7837106","-5.1422177",""
"Nanbonkaha","","","","9.7395134","-5.1590601",""
"Pégonissonkaha","","","","9.7125886","-5.0842022",""
"Worosantyakaha","","","","9.7063698","-5.0880381",""
"Poulo","","","","9.6566966","-5.0709537",""
"Dabla","","","","9.6252119","-5.0491695",""
"Pofi","","","","9.6300597","-5.0143811",""
"Momirasso","","","","9.7067319","-5.1693569",""
"Koliko","","","","10.184711","-7.442712",""
"Zesso","","","","10.1606086","-6.7098848",""
"Bolona","","","","10.296659","-6.437556",""
"M'Bélé","","","","10.280075","-6.575084",""
"Dougba","","","","10.2725","-6.408889",""
"Missasso","","","","10.3667608","-6.6049899",""
"Pirogue","","","","10.1990431","-6.5315397",""
"Portio","","","","10.1954024","-6.5322815",""
"San","","","","10.390499","-6.435824",""
"Kakikaha","","","","9.552386","-5.207173",""
"Nanbirgèkaha","","","","9.5314993","-5.1878339",""
"Sokoro","","","","9.5322857","-5.2223129",""
"Sokoro 2","","","","9.5259113","-5.2258331",""
"Logaha","","","","9.5144683","-5.1928439",""
"Péhyèrvogo","","","","9.5467056","-5.1434367",""
"Dolourouvogo","","","","9.5478763","-5.1474533",""
"Lafilé","","","","9.5413166","-5.1324463",""
"Tyongokaha","","","","9.5197217","-5.1339139",""
"Fandyourou","","","","9.5312927","-5.0885629",""
"Béri","","","","9.5333492","-5.0673547",""
"Fonyégé","","","","9.5169435","-5.0624719",""
"Nongon","","","","10.1593072","-5.8382018",""
"Ziékanha","","","","10.154083","-5.919813",""
"Zepeka2","","Ouangolodougou","","10.1854383","-5.3138401",""
"Karakoro","","","","9.388939","-5.5210911",""
"Moroviné","","","","9.3974007","-5.5712211",""
"Diélé","","","","10.1908596","-5.6993427",""
"Faala","","","","10.211539","-5.6567605",""
"Fadébafogo","","","","10.2471128","-5.488428",""
"Kokoroko","","","","10.257282","-5.3984891",""
"Koroufon","","","","10.260234","-5.657624",""
"Ladié","","","","10.2285152","-5.6561433",""
"Lassogo","","","","10.2765632","-5.6483832",""
"Méraga","","","","10.2824069","-5.4913065",""
"Nafoungolo","","","","10.313638","-5.447539",""
"Natoro","","","","10.1789281","-5.5176394",""
"Niangbrasso","","","","10.1582147","-5.6253857",""
"Poundiali","","","","10.2346764","-5.5760246",""
"Zanpéfogo","","","","10.1795473","-5.4592343",""
"Gbinzo Deux","","","","10.052825","-5.256075",""
"Mandougou","","Ouangolodougou","","10.1409096","-5.1853426",""
"Maméadougou","","","","10.117992","-5.123585",""
"Pelouo","","","","10.0350426","-5.2821335",""
"Sanaple","","Ouangolodougou","","10.1003012","-5.1811459",""
"Nambingué","","","","10.0525004","-5.3233473",""
"Babafogo","","","","10.125048","-5.409914",""
"Gadiovogo","","","","10.1150294","-5.5561522",""
"Kadougounion","","","","10.0715448","-5.6927077",""
"Kassiongo-Koura","","","","10.019748","-5.571946",""
"Katonon","","","","10.035958","-5.613629",""
"Kayéré-Kévogo","","","","10.1292654","-5.608798",""
"Koulobévogo","","","","10.1071553","-5.5402813",""
"Naberbé","","","","10.034389","-5.4498703",""
"Nalogo","","","","10.1549613","-5.6916857",""
"Namakala","","","","10.1434707","-5.6614185",""
"Sonon","","","","10.1325412","-5.55448",""
"Ségouavogo","","","","10.149641","-5.5126288",""
"Walourouyavogo","","","","10.1363183","-5.5275119",""
"Foundo","","","","9.9681431","-5.9175106",""
"Kangbé","","","","9.8999963","-5.775287",""
"Kassiongokro","","","","10.1087408","-5.7294854",""
"Kasséligué","","","","9.93636","-6.020404",""
"Katéningué","","","","9.900628","-5.9975441",""
"Korologo","","","","10.0261514","-5.7952326",""
"Nyénéfor","","","","9.9560463","-5.9662415",""
"Sandrégué","","","","10.050402","-5.8187",""
"Soliyaga","","","","9.950265","-5.999296",""
"Soniégué","","","","10.142083","-5.7884355",""
"Souwaha","","","","9.9805907","-5.8850592",""
"Sékonkaha","","","","9.9059436","-5.8222738",""
"Tonho","","","","9.9007918","-5.7286976",""
"Boyo","","","","9.954777","-6.378263",""
"Forokouan","","","","9.979778","-6.0664435",""
"Kaboulo","","","","9.9306593","-6.1570004",""
"Kanifra","","","","10.0118548","-6.0883762",""
"Timboroni","","","","9.9298871","-6.3814707",""
"Tioro","","","","9.889853","-6.302743",""
"Tongoli","","","","9.9226448","-6.203843",""
"Womon","","","","10.130682","-6.374961",""
"Yélé","","","","9.9598","-6.218421",""
"Nargo","","","","10.2474554","-5.712636",""
"Sorodi","","","","10.0704401","-5.4321507",""
"Gamanavogo","","","","10.0815906","-5.4925082",""
"Lamékaha","","","","9.3697296","-5.0719231",""
"Daziovogo","","","","9.3520417","-5.0385355",""
"Dyoronakaha","","","","9.360832","-5.1399407",""
"Tiengarakaha","","","","9.4009135","-5.2340944",""
"Kisankaha","","","","9.4406195","-5.277102",""
"Koutienedougou","","","","9.449947","-5.2489574",""
"Méyerké","","","","9.5512267","-5.0672919",""
"Tyasanakaha","","","","9.5613239","-5.0561024",""
"Korkana","","","","9.5878725","-5.0099497",""
"Lériha","","","","9.5813778","-5.0284087",""
"Lafokpokaha","","","","9.5974279","-5.0689185",""
"Lasologo","","","","9.5869263","-5.0995671",""
"Parawalakaha","","","","9.5887259","-5.1619564",""
"Petinagpou","","","","9.677546","-5.0013195",""
"Fanhaya","","","","9.6427797","-5.0283677",""
"Bogodougou","","","","9.878619","-7.330143",""
"Dindéresso","","","","10.036629","-6.6009673",""
"Doumbala","","","","9.8820769","-7.4071723",""
